,University,Country,Financial Exposure
1615,The University of Oxford,Switzerland,2865438.064648118
1616,The University of Oxford,Taiwan,504324.6989404772
1617,The University of Oxford,Thailand,1487435.9845809285
1618,The University of Oxford,Trinidad & Tobago,73870.53643724696
1619,The University of Oxford,Turkey,1856788.6667671632
1621,The University of Oxford,Uganda,73870.53643724696
1622,The University of Oxford,UAE,1943428.259324662
1623,The University of Oxford,United States,29284602.051640965
1624,The University of Oxford,Uruguay,73870.53643724696
1625,The University of Oxford,Vietnam,356583.6260659833
1626,The University of Oxford,Zimbabwe,221611.6093117409
1627,The University of Sheffield,Algeria,135258.13953488372
1628,The University of Sheffield,Australia,66167.17336683416
1629,The University of Sheffield,Austria,135258.13953488372
1630,The University of Sheffield,Azerbaijan,135258.13953488372
1631,The University of Sheffield,Bahrain,405774.4186046512
1632,The University of Sheffield,Belgium,336683.4524366016
1633,The University of Sheffield,Botswana,541032.5581395349
1634,The University of Sheffield,Brazil,132334.34673366832
1635,The University of Sheffield,Brunei,811548.8372093023
1636,The University of Sheffield,Bulgaria,943883.1839429707
1637,The University of Sheffield,Canada,871868.4249737058
1638,The University of Sheffield,Canary Islands,135258.13953488372
1639,The University of Sheffield,Cayman Islands,135258.13953488372
1640,The University of Sheffield,China,156826870.60009348
1641,The University of Sheffield,Colombia,267592.486268552
1642,The University of Sheffield,Croatia,135258.13953488372
1643,The University of Sheffield,Cyprus (European Union),3982805.634276031
1644,The University of Sheffield,Czech Republic,135258.13953488372
1645,The University of Sheffield,Egypt,2089191.6807876593
1646,The University of Sheffield,Estonia,270516.27906976745
1647,The University of Sheffield,Finland,135258.13953488372
1648,The University of Sheffield,France,1211475.6702115226
1649,The University of Sheffield,Germany,940959.3911417553
1650,The University of Sheffield,Ghana,267592.486268552
1651,The University of Sheffield,Gibraltar,267592.486268552
1652,The University of Sheffield,Greece,1818675.401717892
1653,The University of Sheffield,Hong Kong (SAR),9153696.596353862
1654,The University of Sheffield,Hungary,405774.4186046512
1655,The University of Sheffield,India,11664045.330431225
1656,The University of Sheffield,Indonesia,1337962.43134276
1658,The University of Sheffield,Iran,333759.6596353862
1659,The University of Sheffield,Iraq,132334.34673366832
1660,The University of Sheffield,Ireland,601352.1459039382
1661,The University of Sheffield,Italy,1415824.775914456
1662,The University of Sheffield,Japan,1073293.7378754236
1663,The University of Sheffield,Jordan,538108.7653383195
1664,The University of Sheffield,Kazakhstan,532261.1797358887
1665,The University of Sheffield,Kenya,1079141.3234778543
1666,The University of Sheffield,Korea (South),1746660.6427486269
1667,The University of Sheffield,Kuwait,2017176.9218183942
1668,The University of Sheffield,Latvia,135258.13953488372
1669,The University of Sheffield,Lebanon,270516.27906976745
1670,The University of Sheffield,Lithuania,405774.4186046512
1671,The University of Sheffield,Luxembourg,135258.13953488372
1672,The University of Sheffield,Macao (Special Administrative Region of China),402850.6258034358
1673,The University of Sheffield,Malaysia,7623080.230513031
1674,The University of Sheffield,Malta,333759.6596353862
1675,The University of Sheffield,Mauritius,270516.27906976745
1676,The University of Sheffield,Mexico,402850.6258034358
1677,The University of Sheffield,Morocco,135258.13953488372
1678,The University of Sheffield,Myanmar (Burma),405774.4186046512
1679,The University of Sheffield,Nepal,267592.486268552
1680,The University of Sheffield,Netherlands,402850.6258034358
1681,The University of Sheffield,Nigeria,2552361.8943554983
1682,The University of Sheffield,Norway,607199.7315063691
1683,The University of Sheffield,Occupied Palestinian Territories {formerly West Bank (including East Jerusalem) and Gaza Strip},132334.34673366832
1684,The University of Sheffield,Oman,1145308.4968446884
1685,The University of Sheffield,Pakistan,1208551.8774103073
1686,The University of Sheffield,Paraguay,132334.34673366832
1687,The University of Sheffield,Peru,538108.7653383195
1688,The University of Sheffield,Philippines,399926.8330022204
1689,The University of Sheffield,Poland,4120987.56661213
1690,The University of Sheffield,Portugal,1280566.6363795723
1691,The University of Sheffield,Qatar,673366.9048732033
1692,The University of Sheffield,Romania,2293540.7864905926
1693,The University of Sheffield,Russia,538108.7653383195
1694,The University of Sheffield,Saudi,2874426.382786023
1695,The University of Sheffield,Serbia,135258.13953488372
1696,The University of Sheffield,Seychelles,135258.13953488372
1697,The University of Sheffield,Singapore,2497889.8921935256
1698,The University of Sheffield,Slovakia,267592.486268552
1699,The University of Sheffield,South Africa,336683.4524366016
1700,The University of Sheffield,Spain,1487839.534883721
1701,The University of Sheffield,Sri Lanka,943883.1839429707
1702,The University of Sheffield,Sudan,135258.13953488372
1703,The University of Sheffield,Sweden,135258.13953488372
1704,The University of Sheffield,Switzerland,604275.9387051536
1705,The University of Sheffield,Taiwan,3746294.8077597287
1706,The University of Sheffield,Thailand,1073293.7378754236
1707,The University of Sheffield,Turkey,739534.0782400374
1709,The University of Sheffield,Uganda,132334.34673366832
1710,The University of Sheffield,Ukraine,135258.13953488372
1711,The University of Sheffield,UAE,4120987.56661213
1712,The University of Sheffield,United States,2005481.7506135325
1713,The University of Sheffield,Uzbekistan,135258.13953488372
1714,The University of Sheffield,Vietnam,402850.6258034358
1715,The University of Sheffield,Zambia,135258.13953488372
1716,The University of Sheffield,Zimbabwe,66167.17336683416
1717,The University of Southampton,Australia,123003.91061452514
1718,The University of Southampton,Austria,123003.91061452514
1719,The University of Southampton,Bahrain,123003.91061452514
1720,The University of Southampton,Bangladesh,252528.24394785846
1721,The University of Southampton,Barbados,123003.91061452514
1722,The University of Southampton,Belgium,492015.64245810057
1723,The University of Southampton,Bermuda,369011.7318435754
1724,The University of Southampton,Botswana,123003.91061452514
1725,The University of Southampton,Brazil,252528.24394785846
1726,The University of Southampton,British Virgin Islands,123003.91061452514
1727,The University of Southampton,Brunei,369011.7318435754
1728,The University of Southampton,Bulgaria,3321105.586592179
1729,The University of Southampton,Canada,1612091.6834264433
1730,The University of Southampton,Cayman Islands,246007.82122905029
1731,The University of Southampton,Chile,252528.24394785846
1732,The University of Southampton,China,127632195.04841712
1733,The University of Southampton,Colombia,129524.33333333333
1734,The University of Southampton,Croatia,123003.91061452514
1735,The University of Southampton,Cyprus (European Union),3586674.675977654
1736,The University of Southampton,Czech Republic,246007.82122905029
1737,The University of Southampton,Ecuador,129524.33333333333
1738,The University of Southampton,Egypt,498536.06517690874
1739,The University of Southampton,Estonia,369011.7318435754
1740,The University of Southampton,Finland,123003.91061452514
1741,The University of Southampton,France,2097586.903165736
1742,The University of Southampton,Germany,3327626.0093109873
1743,The University of Southampton,Ghana,123003.91061452514
1744,The University of Southampton,Greece,2356635.5698324023
1745,The University of Southampton,Hong Kong (SAR),3852243.7653631284
1746,The University of Southampton,Hungary,861027.3743016759
1747,The University of Southampton,India,9040179.581936685
1748,The University of Southampton,Indonesia,880588.6424581006
1750,The University of Southampton,Iran,123003.91061452514
1751,The University of Southampton,Ireland,1618612.1061452513
1752,The University of Southampton,Italy,1359563.4394785846
1753,The University of Southampton,Japan,498536.06517690874
1754,The University of Southampton,Jordan,129524.33333333333
1755,The University of Southampton,Kazakhstan,129524.33333333333
1756,The University of Southampton,Kenya,246007.82122905029
1757,The University of Southampton,Korea (South),252528.24394785846
1758,The University of Southampton,Kuwait,123003.91061452514
1759,The University of Southampton,Latvia,246007.82122905029
1760,The University of Southampton,Lebanon,252528.24394785846
1761,The University of Southampton,Lithuania,369011.7318435754
1762,The University of Southampton,Luxembourg,246007.82122905029
1763,The University of Southampton,Macao (Special Administrative Region of China),123003.91061452514
1764,The University of Southampton,Malaysia,6163236.376163874
1765,The University of Southampton,Maldives,123003.91061452514
1766,The University of Southampton,Mauritius,498536.06517690874
1767,The University of Southampton,Mexico,382052.5772811918
1768,The University of Southampton,Morocco,123003.91061452514
1769,The University of Southampton,Myanmar (Burma),123003.91061452514
1770,The University of Southampton,Netherlands,246007.82122905029
1771,The University of Southampton,Nigeria,1379124.7076350092
1772,The University of Southampton,Norway,498536.06517690874
1773,The University of Southampton,Oman,375532.1545623836
1774,The University of Southampton,Pakistan,129524.33333333333
1775,The University of Southampton,Peru,123003.91061452514
1776,The University of Southampton,Philippines,123003.91061452514
1777,The University of Southampton,Poland,1482567.3500931098
1778,The University of Southampton,Portugal,369011.7318435754
1779,The University of Southampton,Romania,1722054.7486033519
1780,The University of Southampton,Russia,369011.7318435754
1781,The University of Southampton,Saudi,887109.0651769087
1782,The University of Southampton,Singapore,744543.886405959
1783,The University of Southampton,Slovakia,246007.82122905029
1784,The University of Southampton,South Africa,317290.41061452514
1785,The University of Southampton,Spain,2091066.4804469272
1786,The University of Southampton,Sri Lanka,621539.975791434
1787,The University of Southampton,Sudan,123003.91061452514
1788,The University of Southampton,Sweden,252528.24394785846
1789,The University of Southampton,Switzerland,621539.975791434
1790,The University of Southampton,Taiwan,1282202.487895717
1791,The University of Southampton,Thailand,1793779.3985102419
1792,The University of Southampton,Trinidad & Tobago,246007.82122905029
1793,The University of Southampton,Turkey,1146157.7318435754
1795,The University of Southampton,UAE,744543.886405959
1796,The University of Southampton,United States,1631652.9515828677
1797,The University of Southampton,Vietnam,751064.3091247672
1798,The University of Southampton,Zimbabwe,123003.91061452514
1799,The University of Warwick,Albania,141482.74111675128
1800,The University of Warwick,Argentina,141482.74111675128
1801,The University of Warwick,Armenia,141482.74111675128
1802,The University of Warwick,Australia,421754.6435238251
1803,The University of Warwick,Austria,848896.4467005077
1804,The University of Warwick,Azerbaijan,349666.48305223515
1805,The University of Warwick,Bahrain,282965.48223350255
1806,The University of Warwick,Bangladesh,560543.8048141478
1807,The University of Warwick,Belgium,1905976.6353364992
1808,The University of Warwick,Botswana,280271.9024070739
1809,The University of Warwick,Brazil,349666.48305223515
1810,The University of Warwick,Brunei,282965.48223350255
1811,The University of Warwick,Bulgaria,707413.7055837563
1812,The University of Warwick,Canada,843509.2870476502
1813,The University of Warwick,Cayman Islands,141482.74111675128
1814,The University of Warwick,Chile,277578.32258064515
1815,The University of Warwick,China,113346590.20075323
1816,The University of Warwick,Colombia,277578.32258064515
1817,The University of Warwick,Croatia,141482.74111675128
1818,The University of Warwick,Cyprus (European Union),3104539.565089242
1819,The University of Warwick,Czech Republic,565930.9644670051
1820,The University of Warwick,Denmark,210877.32176191255
1821,The University of Warwick,Egypt,632631.9652857378
1822,The University of Warwick,Finland,141482.74111675128
1823,The University of Warwick,France,11662898.61273948
1824,The University of Warwick,Germany,3454206.0481414767
1825,The University of Warwick,Ghana,629938.385459309
1826,The University of Warwick,Gibraltar,141482.74111675128
1827,The University of Warwick,Greece,2746792.342557721
1828,The University of Warwick,Hong Kong (SAR),11769364.816112656
1829,The University of Warwick,Hungary,2971137.5634517767
1830,The University of Warwick,India,33253332.427705914
1831,The University of Warwick,Indonesia,2103386.057966268
1833,The University of Warwick,Iran,277578.32258064515
1834,The University of Warwick,Ireland,696639.3862780416
1835,The University of Warwick,Italy,3312723.3070247257
1836,The University of Warwick,Japan,982298.4483379729
1837,The University of Warwick,Jordan,421754.6435238251
1838,The University of Warwick,Kazakhstan,1257183.1910921892
1839,The University of Warwick,Kenya,1481528.4119862453
1840,The University of Warwick,Korea (South),2247562.378909448
1841,The University of Warwick,Kuwait,141482.74111675128
1842,The University of Warwick,Kyrgyzstan,141482.74111675128
1843,The University of Warwick,Latvia,282965.48223350255
1844,The University of Warwick,Lebanon,843509.2870476502
1845,The University of Warwick,Lithuania,1131861.9289340102
1846,The University of Warwick,Luxembourg,1201256.5095791714
1847,The University of Warwick,Macao (Special Administrative Region of China),282965.48223350255
1848,The University of Warwick,Malaysia,10739220.425740954
1849,The University of Warwick,Mauritius,565930.9644670051
1850,The University of Warwick,Mexico,419061.0636973964
1851,The University of Warwick,Monaco,141482.74111675128
1852,The University of Warwick,Morocco,990379.187817259
1853,The University of Warwick,Myanmar (Burma),282965.48223350255
1854,The University of Warwick,Namibia,69394.58064516129
1855,The University of Warwick,Nepal,280271.9024070739
1856,The University of Warwick,Netherlands,774114.706402489
1857,The University of Warwick,New Zealand,141482.74111675128
1858,The University of Warwick,Nigeria,2874807.184542328
1859,The University of Warwick,Norway,632631.9652857378
1860,The University of Warwick,Oman,424448.22335025383
1861,The University of Warwick,Pakistan,2730630.8635991486
1862,The University of Warwick,Peru,419061.0636973964
1863,The University of Warwick,Philippines,282965.48223350255
1864,The University of Warwick,Poland,3603769.5287375143
1865,The University of Warwick,Portugal,1836582.054691338
1866,The University of Warwick,Qatar,141482.74111675128
1867,The University of Warwick,Romania,3320804.0465040123
1868,The University of Warwick,Russia,1337352.0910430653
1869,The University of Warwick,Saudi,771421.1265760602
1870,The University of Warwick,Seychelles,141482.74111675128
1871,The University of Warwick,Singapore,3598382.369084657
1872,The University of Warwick,Slovakia,565930.9644670051
1873,The University of Warwick,South Africa,349666.48305223515
1874,The University of Warwick,Spain,7210232.637301457
1875,The University of Warwick,Sri Lanka,843509.2870476502
1876,The University of Warwick,St Kitts and Nevis,69394.58064516129
1877,The University of Warwick,Sudan,141482.74111675128
1878,The University of Warwick,Sweden,563237.3846405764
1879,The University of Warwick,Switzerland,2893662.2433273294
1880,The University of Warwick,Syria,277578.32258064515
1881,The University of Warwick,Taiwan,2922653.12657606
1882,The University of Warwick,Tanzania,280271.9024070739
1883,The University of Warwick,Thailand,3715622.89176355
1884,The University of Warwick,Trinidad & Tobago,280271.9024070739
1885,The University of Warwick,Turkey,1967290.4765023743
1887,The University of Warwick,Ukraine,282965.48223350255
1888,The University of Warwick,UAE,5141224.622236778
1889,The University of Warwick,United States,1751025.9950876045
1890,The University of Warwick,Uzbekistan,141482.74111675128
1891,The University of Warwick,Vietnam,846202.8668740789
1892,The University of Warwick,Zambia,69394.58064516129
1893,The University of Warwick,Zimbabwe,349666.48305223515
1894,The University of York,Afghanistan,119624.40000000001
1895,The University of York,Australia,250714.3581589958
1896,The University of York,Austria,262179.9163179916
1897,The University of York,Azerbaijan,119624.40000000001
1898,The University of York,Bahrain,262179.9163179916
1899,The University of York,Bangladesh,250714.3581589958
1900,The University of York,Belgium,524359.8326359832
1901,The University of York,Brazil,370338.7581589958
1902,The University of York,Bulgaria,524359.8326359832
1903,The University of York,Canada,1741050.539748954
1904,The University of York,Cayman Islands,131089.9581589958
1905,The University of York,Chile,119624.40000000001
1906,The University of York,China,76770194.75648536
1907,The University of York,Colombia,358873.2
1908,The University of York,Croatia,131089.9581589958
1909,The University of York,Cyprus (European Union),381804.31631799164
1910,The University of York,Czech Republic,262179.9163179916
1911,The University of York,Denmark,262179.9163179916
1912,The University of York,Egypt,262179.9163179916
1913,The University of York,Estonia,131089.9581589958
1914,The University of York,Finland,131089.9581589958
1915,The University of York,France,1692703.8979079498
1916,The University of York,Germany,1359246.2234309625
1917,The University of York,Ghana,119624.40000000001
1918,The University of York,Gibraltar,131089.9581589958
1919,The University of York,Greece,1287968.4652719665
1920,The University of York,Hong Kong (SAR),4567701.828451883
1921,The University of York,Hungary,393269.87447698746
1922,The University of York,India,6716928.69790795
1923,The University of York,Indonesia,871767.4744769875
1925,The University of York,Iran,119624.40000000001
1926,The University of York,Ireland,250714.3581589958
1927,The University of York,Italy,1609960.5815899582
1928,The University of York,Japan,1002857.4326359832
1929,The University of York,Jordan,262179.9163179916
1930,The University of York,Kazakhstan,250714.3581589958
1931,The University of York,Kenya,250714.3581589958
1932,The University of York,Korea (South),1863159.348953975
1933,The University of York,Kuwait,250714.3581589958
1934,The University of York,Latvia,321992.11631799163
1935,The University of York,Lebanon,250714.3581589958
1936,The University of York,Lithuania,131089.9581589958
1937,The University of York,Luxembourg,131089.9581589958
1938,The University of York,Macao (Special Administrative Region of China),131089.9581589958
1939,The University of York,Malaysia,1419058.4234309625
1940,The University of York,Mexico,478497.60000000003
1941,The University of York,Morocco,131089.9581589958
1942,The University of York,Nepal,250714.3581589958
1943,The University of York,Netherlands,381804.31631799164
1944,The University of York,Nigeria,1301918.4326359832
1945,The University of York,Norway,643984.2326359833
1946,The University of York,Oman,250714.3581589958
1947,The University of York,Pakistan,489963.1581589958
1948,The University of York,Peru,250714.3581589958
1949,The University of York,Philippines,131089.9581589958
1950,The University of York,Poland,655449.7907949791
1951,The University of York,Portugal,393269.87447698746
1952,The University of York,Qatar,131089.9581589958
1953,The University of York,Romania,393269.87447698746
1954,The University of York,Russia,643984.2326359833
1955,The University of York,Saudi,501428.7163179916
1956,The University of York,Singapore,655449.7907949791
1957,The University of York,Slovakia,131089.9581589958
1958,The University of York,South Africa,250714.3581589958
1959,The University of York,Spain,1478870.6234309624
1960,The University of York,Sri Lanka,250714.3581589958
1961,The University of York,Sweden,250714.3581589958
1962,The University of York,Switzerland,906164.148953975
1963,The University of York,Taiwan,501428.7163179916
1964,The University of York,Thailand,1002857.4326359832
1965,The University of York,Turkey,752143.0744769875
1967,The University of York,UAE,1168344.0652719664
1968,The University of York,United States,4920078.288702929
1969,The University of York,Vietnam,250714.3581589958
1970,The University of York,Zambia,381804.31631799164
1971,The University of York,Zimbabwe,131089.9581589958
1972,University College London,Afghanistan,83036.00952380951
1973,University College London,Albania,636968.7439775909
1974,University College London,Argentina,332144.03809523804
1975,University College London,Armenia,470896.72492997197
1976,University College London,Australia,1952963.2431372548
1977,University College London,Austria,2008679.9204481794
1978,University College London,Azerbaijan,636968.7439775909
1979,University College London,Bahrain,470896.72492997197
1980,University College London,Bangladesh,1260277.8218487394
1981,University College London,Belarus,152412.35294117648
1982,University College London,Belgium,3490746.438655462
1983,University College London,Bermuda,166072.01904761902
1984,University College London,Botswana,304824.70588235295
1985,University College London,Brazil,1218220.8106442576
1986,University College London,Brunei,457237.0588235294
1987,University College London,Bulgaria,2923154.038095238
1988,University College London,Canada,7477552.908683473
1989,University College London,Canary Islands,152412.35294117648
1990,University College London,Cayman Islands,318484.37198879546
1991,University College London,Chile,1647060.5243697476
1992,University College London,China,315483217.50420165
1993,University College London,Colombia,1328576.1523809521
1994,University College London,Croatia,304824.70588235295
1995,University College London,Cuba,166072.01904761902
1996,University College London,Cyprus (European Union),5513086.025210083
1997,University College London,Czech Republic,2008679.9204481794
1998,University College London,Denmark,789381.0969187674
1999,University College London,Dominican Republic,166072.01904761902
2000,University College London,Ecuador,332144.03809523804
2001,University College London,Egypt,1426349.8408963582
2002,University College London,Estonia,152412.35294117648
2003,University College London,Finland,609649.4117647059
2004,University College London,France,23467190.30140056
2005,University College London,Georgia,318484.37198879546
2006,University College London,Germany,7521765.945658263
2007,University College London,Ghana,318484.37198879546
2008,University College London,Gibraltar,152412.35294117648
2009,University College London,Greece,5373255.325490195
2010,University College London,Hong Kong (SAR),34891648.69467787
2011,University College London,Hungary,4142452.8616246497
2012,University College London,Iceland,166072.01904761902
2013,University College London,India,20990493.19327731
2014,University College London,Indonesia,6617717.455462184
2016,University College London,Iran,1731174.5467787113
2017,University College London,Iraq,166072.01904761902
2018,University College London,Ireland,3295199.06162465
2019,University College London,Israel,636968.7439775909
2020,University College London,Italy,10333486.629131652
2021,University College London,Jamaica,166072.01904761902
2022,University College London,Japan,5110487.630812325
2023,University College London,Jordan,623309.0778711485
2024,University College London,Kazakhstan,1426349.8408963582
2025,University College London,Kenya,955453.1159663865
2026,University College London,Korea (South),9474729.188795518
2027,University College London,Kuwait,1453669.1731092436
2028,University College London,Latvia,304824.70588235295
2029,University College London,Lebanon,2049658.918767507
2030,University College London,Lithuania,1981360.588235294
2031,University College London,Luxembourg,1399030.5086834733
2032,University College London,Macao (Special Administrative Region of China),2008679.9204481794
2033,University College London,Malaysia,19603320.82633053
2034,University College London,Maldives,152412.35294117648
2035,University College London,Malta,152412.35294117648
2036,University College London,Mauritius,623309.0778711485
2037,University College London,Mexico,1148844.4672268906
2038,University College London,Monaco,152412.35294117648
2039,University College London,Mongolia,152412.35294117648
2040,University College London,Montenegro,152412.35294117648
2041,University College London,Morocco,1232958.4896358543
2042,University College London,Myanmar (Burma),470896.72492997197
2043,University College London,Nepal,166072.01904761902
2044,University College London,Netherlands,2423859.968067227
2045,University College London,New Zealand,1080546.1366946779
2046,University College London,Nigeria,1675457.869467787
2047,University College London,North Macedonia,152412.35294117648
2048,University College London,Norway,1440009.5070028012
2049,University College London,Occupied Palestinian Territories {formerly West Bank (including East Jerusalem) and Gaza Strip},166072.01904761902
2050,University College London,Oman,318484.37198879546
2051,University College London,Pakistan,3337256.0728291315
2052,University College London,Peru,816700.4291316526
2053,University College London,Philippines,623309.0778711485
2054,University College London,Poland,6816498.87114846
2055,University College London,Portugal,2174751.939495798
2056,University College London,Puerto Rico,166072.01904761902
2057,University College London,Qatar,553932.7344537815
2058,University College London,Romania,6968911.224089636
2059,University College London,Russia,5665498.37815126
2060,University College London,Saudi,3336178.0599439773
2061,University College London,Serbia,484556.39103641454
2062,University College London,Seychelles,152412.35294117648
2063,University College London,Singapore,16928196.80392157
2064,University College London,Slovakia,1995020.2543417367
2065,University College London,Slovenia,152412.35294117648
2066,University College London,South Africa,803040.76302521
2067,University College London,Spain,10334564.642016806
2068,University College London,Sri Lanka,775721.4308123249
2069,University College London,Sudan,166072.01904761902
2070,University College London,Sweden,2161092.2733893557
2071,University College London,Switzerland,5887287.074509803
2072,University College London,Taiwan,5399496.644817927
2073,University College London,Tajikistan,166072.01904761902
2074,University College London,Tanzania,166072.01904761902
2075,University College London,Thailand,6467461.128291316
2076,University College London,Trinidad & Tobago,470896.72492997197
2077,University College London,Tunisia,304824.70588235295
2078,University College London,Turkey,6039699.427450981
2080,University College London,Ukraine,1246618.155742297
2081,University College London,UAE,5789513.385994397
2082,University College London,United States,19423234.63977591
2083,University College London,Uzbekistan,152412.35294117648
2084,University College London,Venezuela,166072.01904761902
2085,University College London,Vietnam,1551442.8616246497
2086,University of Durham,Australia,417019.91150442476
2087,University of Durham,Austria,417019.91150442476
2088,University of Durham,Azerbaijan,139006.63716814158
2089,University of Durham,Bahrain,139006.63716814158
2090,University of Durham,Bangladesh,270864.90488467703
2091,University of Durham,Belgium,826891.4535572433
2092,University of Durham,Bermuda,139006.63716814158
2093,University of Durham,Brazil,139006.63716814158
2094,University of Durham,Brunei,139006.63716814158
2095,University of Durham,Bulgaria,139006.63716814158
2096,University of Durham,Canada,1427402.027733259
2097,University of Durham,Cayman Islands,139006.63716814158
2098,University of Durham,China,80962380.02578217
2099,University of Durham,Colombia,131858.26771653543
2100,University of Durham,Cyprus (European Union),687884.8163891018
2101,University of Durham,Czech Republic,278013.27433628315
2102,University of Durham,Denmark,139006.63716814158
2103,University of Durham,Ecuador,139006.63716814158
2104,University of Durham,Egypt,278013.27433628315
2105,University of Durham,France,2560900.23343321
2106,University of Durham,Germany,2320222.61514877
2107,University of Durham,Ghana,139006.63716814158
2108,University of Durham,Gibraltar,278013.27433628315
2109,University of Durham,Greece,687884.8163891018
2110,University of Durham,Hong Kong (SAR),15042904.100759529
2111,University of Durham,Hungary,417019.91150442476
2112,University of Durham,India,6880441.97268483
2113,University of Durham,Indonesia,965898.0907253849
2115,University of Durham,Ireland,482949.04536269244
2116,University of Durham,Italy,1448847.1360880774
2117,University of Durham,Japan,753813.9502473695
2118,University of Durham,Kazakhstan,139006.63716814158
2119,University of Durham,Kenya,417019.91150442476
2120,University of Durham,Korea (South),2209809.455787053
2121,University of Durham,Kuwait,270864.90488467703
2122,University of Durham,Latvia,139006.63716814158
2123,University of Durham,Lebanon,139006.63716814158
2124,University of Durham,Lithuania,278013.27433628315
2125,University of Durham,Luxembourg,278013.27433628315
2126,University of Durham,Macao (Special Administrative Region of China),278013.27433628315
2127,University of Durham,Malaysia,1660931.2765660929
2128,University of Durham,Mauritius,139006.63716814158
2129,University of Durham,Mexico,270864.90488467703
2130,University of Durham,Morocco,139006.63716814158
2131,University of Durham,Myanmar (Burma),139006.63716814158
2132,University of Durham,Nepal,270864.90488467703
2133,University of Durham,Netherlands,753813.9502473695
2134,University of Durham,New Zealand,139006.63716814158
2135,University of Durham,Nigeria,1090607.9889903143
2136,University of Durham,Norway,695033.185840708
2137,University of Durham,Occupied Palestinian Territories {formerly West Bank (including East Jerusalem) and Gaza Strip},131858.26771653543
2138,University of Durham,Pakistan,1931796.1814507698
2139,University of Durham,Peru,139006.63716814158
2140,University of Durham,Philippines,139006.63716814158
2141,University of Durham,Poland,760962.3196989757
2142,University of Durham,Portugal,417019.91150442476
2143,University of Durham,Qatar,204935.7710264093
2144,University of Durham,Romania,556026.5486725663
2145,University of Durham,Russia,834039.8230088495
2146,University of Durham,Saudi,278013.27433628315
2147,University of Durham,Singapore,5063019.702459759
2148,University of Durham,Slovakia,278013.27433628315
2149,University of Durham,South Africa,1112053.0973451326
2150,University of Durham,Spain,1799937.9137342344
2151,University of Durham,Sri Lanka,409871.5420528186
2152,University of Durham,Sweden,343942.4081945509
2153,University of Durham,Switzerland,2056506.0797156992
2154,University of Durham,Taiwan,2555345.672775416
2155,University of Durham,Thailand,3360792.017977841
2156,University of Durham,Trinidad & Tobago,139006.63716814158
2157,University of Durham,Turkey,1521924.6393979513
2159,University of Durham,Ukraine,417019.91150442476
2160,University of Durham,UAE,1734008.7798759667
2161,University of Durham,United States,6368899.449515713
2162,University of Durham,Venezuela,139006.63716814158
2163,University of Durham,Vietnam,417019.91150442476
2164,University of Durham,Zambia,139006.63716814158
2165,University of Durham,Zimbabwe,139006.63716814158
2166,University of Nottingham,Algeria,127935.29411764706
2167,University of Nottingham,Australia,255870.58823529413
2168,University of Nottingham,Austria,127935.29411764706
2169,University of Nottingham,Azerbaijan,511741.17647058825
2170,University of Nottingham,Bahrain,1020797.5546912979
2171,University of Nottingham,Bangladesh,756872.5717063685
2172,University of Nottingham,Barbados,125250.4958677686
2173,University of Nottingham,Belgium,383805.8823529412
2174,University of Nottingham,Bermuda,127935.29411764706
2175,University of Nottingham,Bolivia,127935.29411764706
2176,University of Nottingham,Brazil,255870.58823529413
2177,University of Nottingham,Brunei,639676.4705882353
2178,University of Nottingham,Bulgaria,639676.4705882353
2179,University of Nottingham,Cambodia,127935.29411764706
2180,University of Nottingham,Canada,762242.1682061255
2181,University of Nottingham,Chile,378436.28585318424
2182,University of Nottingham,China,78325571.97860962
2183,University of Nottingham,Christmas Island,125250.4958677686
2184,University of Nottingham,Colombia,125250.4958677686
2185,University of Nottingham,Cyprus (European Union),3448883.3446767135
2186,University of Nottingham,Czech Republic,127935.29411764706
2187,University of Nottingham,Denmark,127935.29411764706
2188,University of Nottingham,Ecuador,127935.29411764706
2189,University of Nottingham,Egypt,1529853.932912008
2190,University of Nottingham,Estonia,127935.29411764706
2191,University of Nottingham,Finland,127935.29411764706
2192,University of Nottingham,France,1595163.9790957705
2193,University of Nottingham,Germany,1396549.0422946038
2194,University of Nottingham,Ghana,1010058.3616917841
2195,University of Nottingham,Gibraltar,127935.29411764706
2196,University of Nottingham,Greece,1660474.0252795334
2197,University of Nottingham,Hong Kong (SAR),7793313.748176957
2198,University of Nottingham,Hungary,127935.29411764706
2199,University of Nottingham,India,11998134.64268352
2200,University of Nottingham,Indonesia,1647050.0340301408
2202,University of Nottingham,Iran,509056.3782207098
2203,University of Nottingham,Iraq,253185.78998541564
2204,University of Nottingham,Ireland,955487.5085075353
2205,University of Nottingham,Italy,1276668.1429265921
2206,University of Nottingham,Japan,253185.78998541564
2207,University of Nottingham,Jordan,1407288.2352941176
2208,University of Nottingham,Kazakhstan,381121.08410306275
2209,University of Nottingham,Kenya,1404603.4370442391
2210,University of Nottingham,Korea (South),2038910.3111327176
2211,University of Nottingham,Kuwait,5242662.260573651
2212,University of Nottingham,Latvia,127935.29411764706
2213,University of Nottingham,Lebanon,253185.78998541564
2214,University of Nottingham,Lithuania,255870.58823529413
2215,University of Nottingham,Luxembourg,127935.29411764706
2216,University of Nottingham,Macao (Special Administrative Region of China),255870.58823529413
2217,University of Nottingham,Malaysia,7159006.874088479
2218,University of Nottingham,Maldives,127935.29411764706
2219,University of Nottingham,Malta,127935.29411764706
2220,University of Nottingham,Mauritius,127935.29411764706
