,University,Country,Financial Exposure
2221,University of Nottingham,Mexico,506371.5799708313
2222,University of Nottingham,Morocco,127935.29411764706
2223,University of Nottingham,Myanmar (Burma),127935.29411764706
2224,University of Nottingham,Nepal,125250.4958677686
2225,University of Nottingham,Netherlands,568996.8279047156
2226,University of Nottingham,Nigeria,3555340.252795333
2227,University of Nottingham,Norway,255870.58823529413
2228,University of Nottingham,Oman,1535223.5294117648
2229,University of Nottingham,Pakistan,1647050.0340301408
2230,University of Nottingham,Peru,127935.29411764706
2231,University of Nottingham,Philippines,125250.4958677686
2232,University of Nottingham,Poland,1083422.8026251823
2233,University of Nottingham,Portugal,895547.0588235294
2234,University of Nottingham,Qatar,511741.17647058825
2235,University of Nottingham,Romania,1020797.5546912979
2236,University of Nottingham,Russia,636991.6723383568
2237,University of Nottingham,Saudi,2406607.403986388
2238,University of Nottingham,Serbia,127935.29411764706
2239,University of Nottingham,Singapore,3067762.260573651
2240,University of Nottingham,Slovakia,127935.29411764706
2241,University of Nottingham,Slovenia,127935.29411764706
2242,University of Nottingham,South Africa,383805.8823529412
2243,University of Nottingham,Spain,1916344.6135148273
2244,University of Nottingham,Sri Lanka,383805.8823529412
2245,University of Nottingham,Sudan,255870.58823529413
2246,University of Nottingham,Sweden,127935.29411764706
2247,University of Nottingham,Switzerland,767611.7647058824
2248,University of Nottingham,Taiwan,1393864.2440447253
2249,University of Nottingham,Tanzania,253185.78998541564
2250,University of Nottingham,Thailand,3699384.336412251
2251,University of Nottingham,Trinidad & Tobago,253185.78998541564
2252,University of Nottingham,Turkey,3062392.6640738943
2254,University of Nottingham,Uganda,255870.58823529413
2255,University of Nottingham,Ukraine,125250.4958677686
2256,University of Nottingham,UAE,4279120.35731648
2257,University of Nottingham,United States,1263244.1516771999
2258,University of Nottingham,Vietnam,887492.664073894
2259,University of Nottingham,Zambia,127935.29411764706
2260,University of Nottingham,Zimbabwe,127935.29411764706
