University name - shortened,Course Name,Course Link,Duration,Qualification,Start Date,Mode of attendance, Fee,UG/PG,University name - HESA
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pgdip-clinical-health-psychology/58167888,1 year,Postgraduate Diploma,16-Sep-24,Full time,"17,200",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pgdip-english-creative-writing/52394168,1 year,Postgraduate Diploma,16-Sep-24,Full time,"14,333",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pgdip-english-literary-studies/56006454,1 year,Postgraduate Diploma,16-Sep-24,Full time,"14,333",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pgdip-english-poetry/57455762,1 year,Postgraduate Diploma,16-Sep-24,Full time,"14,333",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pgdip-environmental-engineering/52393910,1 year,Postgraduate Diploma,16-Sep-24,Full time,"17,200",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pgdip-geopolitics/56775586,1 year,Postgraduate Diploma,16-Sep-24,Full time,"14,333",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pgdip-international-public-policy/56779032,1 year,Postgraduate Diploma,16-Sep-24,Full time,"15,400",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pgdip-international-relations/56775852,1 year,Postgraduate Diploma,16-Sep-24,Full time,"14,333",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pgdip-mechanical-engineering-with-management/57141252,1 year,Postgraduate Diploma,16-Sep-24,Full time,"17,200",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pgdip-media-and-broadcast-production/57455760,1 year,Postgraduate Diploma,16-Sep-24,Full time,"14,333",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pgdip-mental-health/56777386,1 year,Postgraduate Diploma,16-Sep-24,Part time,,PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pgdip-mental-health-and-mental-capacity-law/57686602,1 year,Postgraduate Diploma,16-Sep-24,Part time,"14,333",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pgdip-philosophy/58305714,12 months,Postgraduate Diploma,16-Sep-24,Full time,"14,333",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pgdip-politics/56778932,1 year,Postgraduate Diploma,16-Sep-24,Full time,"14,333",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pgdip-social-science-research/56785360,1 year,Postgraduate Diploma,16-Sep-24,Full time,"14,333",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pgdip-substance-use-and-substance-use-disorders/57685618,2 years,Postgraduate Diploma,16-Sep-24,Part time,"14,333",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pgdip-systemic-practice-and-family-therapy/56773064,2 years,Postgraduate Diploma,16-Sep-24,Part time,"14,333",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pgdip-violence-terrorism-and-security/57141426,1 year,Postgraduate Diploma,16-Sep-24,Full time,"14,333",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pgdip-youth-justice/56779896,1 year,Postgraduate Diploma,16-Sep-24,Full time,"14,333",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/pharmacy-mphil/56784084,1 year,MPhil - Master of Philosophy,16-Sep-24,Full time,"25,600",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/philosophy-mphil/57687344,2 years,MPhil - Master of Philosophy,16-Sep-24,Full time,"20,500",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/physics-mphil/57687478,2 years,MPhil - Master of Philosophy,16-Sep-24,Full time,"25,600",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/planning-mphil/56780848,2 years,MPhil - Master of Philosophy,16-Sep-24,Full time,"20,500",PG,Queen's University Belfast
Queen's University Belfast,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/psychology-mphil/56784176,2 years,MPhil - Master of Philosophy,16-Sep-24,Full time,"25,600",PG,Queen's University Belfast
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/ancient-history-ba/54961862,3 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/ancient-languages-ba/55046774,3 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/ancient-languages-with-year-abroad-ba/55899370,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/anthropology-bsc/54961852,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/anthropology-with-a-year-abroad-bsc/54962106,4 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/applied-medical-sciences-bsc/55589074,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/archaeology-and-anthropology-ba/54962078,3 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/archaeology-ba/54961956,3 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/archaeology-bsc/54961948,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/archaeology-with-a-placement-year-ba/57053478,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/archaeology-with-a-year-abroad-ba/54962072,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/architectural-and-interdisciplinary-studies-bsc/54962132,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/architectural-and-interdisciplinary-studies-with-a-year-abroad-bsc/54962130,4 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/architecture-bsc/54961900,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"31,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/architecture-msci/57594190,5 Years,Master of Science (with Honours) - Msci (Hon),22-Sep-25,Full time,"31,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/art-and-technology-ba/58537484,3 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,,UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/arts-and-sciences-basc/54962108,3 Years,Bachelor of Arts and Sciences (with Honours) - BASc (Hon),22-Sep-25,Full time,"31,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/arts-and-sciences-with-study-abroad-basc/54962110,4 Years,Bachelor of Arts and Sciences (with Honours) - BASc (Hon),22-Sep-25,Full time,"31,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/astrophysics-bsc/54961876,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/astrophysics-msci/54961960,4 Years,Master of Science (with Honours) - Msci (Hon),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bachelor-of-laws-and-llb-bachelor-of-laws-llb/56262162,4 Years,Bachelor of Law (with Honours) - LLB (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/biochemical-engineering-beng/55342684,3 Years,Bachelor of Engineering (with Honours) - BEng (Hon),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/biochemical-engineering-meng/55342700,4 Years,Master of Engineering (with Honours) - MEng (Hon),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/biochemical-engineering-with-integrated-foundation-year-beng-beng/58292026,4 Years,Bachelor of Engineering (with Honours) - BEng (Hon),22-Sep-25,Full time,,UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/biochemical-engineering-with-integrated-foundation-year-meng-meng/58291994,5 Years,Master of Engineering (with Honours) - MEng (Hon),22-Sep-25,Full time,,UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/biochemistry-bsc/54961896,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/biochemistry-msci/55899372,4 Years,Master of Science (with Honours) - Msci (Hon),22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/biological-sciences-bsc/54962068,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/biological-sciences-msci/54962070,4 Years,Master of Science (with Honours) - Msci (Hon),22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/biomedical-engineering-beng/55458542,3 Years,Bachelor of Engineering (with Honours) - BEng (Hon),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/biomedical-engineering-meng/55458544,4 Years,Master of Engineering (with Honours) - MEng (Hon),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/biomedical-engineering-with-integrated-foundation-year-beng-beng/58292014,4 Years,Bachelor of Engineering - BEng,22-Sep-25,Full time,,UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/biomedical-engineering-with-integrated-foundation-year-meng-meng/58292008,5 Years,Master of Engineering (with Honours) - MEng (Hon),22-Sep-25,Full time,,UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/biomedical-sciences-bsc/54962018,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bioprocessing-of-new-medicines-bsc/54962100,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bsc-audiology-bsc/58128570,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bsc-experimental-linguistics-bsc/58302104,4 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bsc-experimental-linguistics-bsc/58020788,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-czech-ba/57336172,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-danish-ba/57335838,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-dutch-ba/57335834,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-east-european-studies-ba/54961996,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-finnish-ba/57335828,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-french-ba/57335840,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-german-ba/57335848,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-hebrew-ba/57335850,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-hungarian-ba/57335844,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-italian-ba/57335842,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-norwegian-ba/57335830,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-polish-ba/57335872,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-portuguese-ba/57336280,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-romanian-ba/57335832,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-russian-ba/57335846,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-serbian-croatian-ba/57335836,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-spanish-ba/57335888,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-swedish-ba/57335896,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-ukrainian-ba/57335894,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/bulgarian-and-yiddish-ba/57335878,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/business-and-health-bsc/58537486,3 Years,Bachelor of Science - BSc,22-Sep-25,Full time,,UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/business-and-health-msci/58537482,4 Years,Master of Science (with Honours) - Msci (Hon),22-Sep-25,Full time,,UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/cancer-biomedicine-bsc/56987142,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/chemical-engineering-beng/55342702,3 Years,Bachelor of Engineering (with Honours) - BEng (Hon),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/chemical-engineering-meng/55342706,4 Years,Master of Engineering (with Honours) - MEng (Hon),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/chemical-engineering-with-integrated-foundation-year-beng-beng/58291992,4 Years,Bachelor of Engineering (with Honours) - BEng (Hon),22-Sep-25,Full time,,UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/chemical-engineering-with-integrated-foundation-year-meng-meng/58291984,5 Years,Master of Engineering - MEng,22-Sep-25,Full time,,UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/chemistry-msci/54962040,4 Years,Master of Science (with Honours) - Msci (Hon),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/chemistry-bsc/54961870,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/chemistry-msci/54961944,4 Years,Master of Science (with Honours) - Msci (Hon),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/chemistry-with-management-studies-bsc/54961940,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/chemistry-with-management-studies-msci/54961950,4 Years,Master of Science (with Honours) - Msci (Hon),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/chemistry-with-mathematics-bsc/54961912,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/chemistry-with-mathematics-msci/54961904,4 Years,Master of Science (with Honours) - Msci (Hon),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/civil-engineering-beng/55342688,3 Years,Bachelor of Engineering (with Honours) - BEng (Hon),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/civil-engineering-meng/55342692,4 Years,Master of Engineering (with Honours) - MEng (Hon),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/civil-engineering-with-integrated-foundation-year-beng-beng/58291990,4 Years,Bachelor of Engineering - BEng,22-Sep-25,Full time,,UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/civil-engineering-with-integrated-foundation-year-meng-meng/58292024,5 Years,Master of Engineering - MEng,22-Sep-25,Full time,,UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/classical-archaeology-and-classical-civilisation-ba/54961958,3 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/classics-and-ancient-world-ba/58415324,3 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/classics-and-ancient-world-with-study-abroad-ba/58415326,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/communications-ba/58537492,3 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,,UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/comparative-literature-ba/56004852,3 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/comparative-literature-with-a-year-abroad-ba/56743610,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/computer-science-bsc/54961872,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"41,000",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/computer-science-meng/54961838,4 Years,Master of Engineering (with Honours) - MEng (Hon),22-Sep-25,Full time,"41,000",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/computer-science-with-integrated-foundation-year-bsc-bsc/58292016,4 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,,UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/computer-science-with-integrated-foundation-year-meng-meng/58292022,5 Years,Master of Engineering (with Honours) - MEng (Hon),22-Sep-25,Full time,,UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/construction-project-management-msci/58263306,4 Years,Master in Science (with Honours) – MSci (Hon),22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/creative-arts-and-humanities-ba/58278508,3 Years,Bachelor of Arts - BA,22-Sep-25,Full time,"31,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/crime-and-security-science-bsc/56189586,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"31,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/czech-and-east-european-studies-ba/54961998,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/czech-and-danish-ba/57335898,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/czech-and-dutch-ba/57335870,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/czech-and-finnish-ba/57335880,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/czech-and-french-ba/57335886,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/czech-and-german-ba/57336254,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/czech-and-hebrew-ba/57335874,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/czech-and-hungarian-ba/57335904,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/czech-and-italian-ba/57336222,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/czech-and-norwegian-ba/57336030,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/czech-and-polish-ba/57335876,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/czech-and-portuguese-ba/57335884,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/czech-and-romanian-ba/57336216,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/czech-and-russian-ba/57336194,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/czech-and-serbian-croatian-ba/57336290,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/czech-and-spanish-ba/57336190,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/czech-and-swedish-ba/57336278,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
