University,Course Name,Fee,UG/PG
University of Edinburgh,Geoenergy (MSc) - 3 Years (Part-Time),11335.0,PG
University of Edinburgh,Geographical Information Science (MSc) (Part-time) - 3 Years,11335.0,PG
University of Edinburgh,Geographical Information Science and Archaeology (MSc) - 3 Years (Part-time),11770.0,PG
University of Edinburgh,Global Challenges (Online Learning) MSc - 3 Years,6370.0,PG
University of Edinburgh,"Global Crime, Justice and Security (MSc) (Part-time)",13650.0,PG
University of Edinburgh,Global Development Challenges (Online Learning) (PgCert) - 12 Months,6370.0,PG
University of Edinburgh,Global Environment and Climate Change Law (LLM) (Part-time),13650.0,PG
University of Edinburgh,Global Environmental Challenges (Online Learning) (PgCert) (Part-time),6370.0,PG
University of Edinburgh,Global Food Security and Nutrition (Online Learning) (MSc) (SRUC) - 3 Years (Part-time),6370.0,PG
University of Edinburgh,Global Health and Infectious Diseases (Online Learning) (MSc) (Part-time),6370.0,PG
University of Edinburgh,Global Health and Infectious Diseases (Online Learning) (PgCert) (Part-time),6370.0,PG
University of Edinburgh,Global Health and Infectious Diseases (Online Learning) (PgDip),6370.0,PG
University of Edinburgh,Global Health and Public Policy (MSc) (Part-time) - 3 Years,9600.0,PG
University of Edinburgh,Global Health Challenges (Online Learning) (PgCert) (Part-time),6370.0,PG
University of Edinburgh,Global Health: Non Communicable Diseases (Online Learning) (MSc),6370.0,PG
University of Edinburgh,High Performance Computing (MSc) 3 Years (Part-time),11770.0,PG
University of Edinburgh,High Performance Computing with Data Science (MSc) 3 Years (Part-time),11770.0,PG
University of Edinburgh,History (Online Learning) MSc - 2 Years (Part-time),8550.0,PG
University of Edinburgh,Human Complex Trait Genetics (MSc) (Full-time),40900.0,PG
University of Edinburgh,Human Complex Trait Genetics (PgDip),40900.0,PG
University of Edinburgh,Human Rights (LLM) (Part-time) - 2 Years,13650.0,PG
University of Edinburgh,Imaging (Online Learning) (MSc) - 3 Years (Part-Time),6370.0,PG
University of Edinburgh,Inclusive Education (Bilingual Learners) (PgDip) - 2 Years (Part-time),9600.0,PG
University of Edinburgh,Inclusive Education (Deaf Learners) (PgDip) - 2 Years (Part-time),9600.0,PG
University of Edinburgh,Inclusive Education (PgDip) - 2 Years (Part-time),9600.0,PG
University of Edinburgh,Inclusive Education (Visually Impaired Learners) (PgDip) - 2 Years (Part-time),9600.0,PG
University of Edinburgh,Information Technology Law (Online Learning) (LLM) (Part-time) - 2 Years,12350.0,PG
University of Edinburgh,Information Technology Law (Online Learning) (LLM) (Part-time) - 20 Months,12350.0,PG
University of Edinburgh,Information Technology Law (Online Learning) (LLM) (Part-time) - 3 Years,8235.0,PG
University of Edinburgh,Information Technology Law (Online Learning) (LLM) (Part-time) - 32 Months,8235.0,PG
University of Edinburgh,"Innovation, Technology and the Law (LLM) (Part-time)",13650.0,PG
University of Edinburgh,"Innovation, Technology and the Law (Online Learning) (LLM) (Part-time) - 2 Years",12350.0,PG
University of Edinburgh,"Innovation, Technology and the Law (Online Learning) (LLM) (Part-time) - 20 Months",12350.0,PG
University of Edinburgh,"Innovation, Technology and the Law (Online Learning) (LLM) (Part-time) - 3 Years",8235.0,PG
University of Edinburgh,"Innovation, Technology and the Law (Online Learning) (LLM) (Part-time) - 32 Months",8235.0,PG
University of Edinburgh,Intellectual Property Law (LLM) (Part-time),13650.0,PG
University of Edinburgh,Intellectual Property Law (Online Learning) (LLM) (Part-time) - 2 Years,12350.0,PG
University of Edinburgh,Intellectual Property Law (Online Learning) (LLM) (Part-time) - 20 Months,12350.0,PG
University of Edinburgh,Intellectual Property Law (Online Learning) (LLM) (Part-time) - 3 Years,8235.0,PG
University of Edinburgh,Intellectual Property Law (Online Learning) (LLM) (Part-time) - 32 Months,8235.0,PG
University of Edinburgh,Internal Medicine (Online Learning) (MSc) (Part-time),6370.0,PG
University of Edinburgh,Internal Medicine (Online Learning) (PgCert) (Part-time),6370.0,PG
University of Edinburgh,Internal Medicine (Online Learning) (PgDip) (Part-time),6370.0,PG
University of Edinburgh,International Animal Health (Online Learning) (MSc) (Part-time),6370.0,PG
University of Edinburgh,International Animal Health (Online Learning) (PgCert) (Part-time),6370.0,PG
University of Edinburgh,International Animal Health (Online Learning) (PgDip) (Part-time),6370.0,PG
University of Edinburgh,"International Animal Welfare, Ethics & Law (Online Learning) (MSc) (Part-time)",6370.0,PG
University of Edinburgh,"International Animal Welfare, Ethics & Law (Online Learning) (PgCert) (Part-time)",6370.0,PG
University of Edinburgh,International Commercial Law and Practice(Online Learning) (LLM) - 2 years (part-time),12350.0,PG
University of Edinburgh,International Commercial Law and Practice(Online Learning) (LLM) - 20 months (part-time),12350.0,PG
University of Edinburgh,International Commercial Law and Practice(Online Learning) (LLM) - 3 years (part-time),8235.0,PG
University of Edinburgh,International Commercial Law and Practice(Online Learning) (LLM) - 32 months (part-time),8235.0,PG
University of Edinburgh,International Development (Online Learning) (MSc) - 2 Years (Part-time),9000.0,PG
University of Edinburgh,International Development (Online Learning) (MSc) - 3 Years (Part-time),6000.0,PG
University of Edinburgh,International Economic Law (LLM) (Part-time),13650.0,PG
University of Edinburgh,International Law (LLM) (Part-time),13650.0,PG
University of Edinburgh,Language Education (PgDip) - 21 Month (Part-time),9600.0,PG
University of Edinburgh,Law (LLM) (Part-time),13650.0,PG
University of Edinburgh,Law (Online Learning) (LLM) (Part-time) - 2 Years,12350.0,PG
University of Edinburgh,Law (Online Learning) (LLM) (Part-time) - 20 Months,12350.0,PG
University of Edinburgh,Law (Online Learning) (LLM) (Part-time) - 3 Years,8235.0,PG
University of Edinburgh,Law (Online Learning) (LLM) (Part-time) - 32 Months,8235.0,PG
University of Edinburgh,Law (Online Learning) (PgCert) (Full-time),8235.0,PG
University of Edinburgh,Law (Online Learning) (PgCert) (Part-time),4120.0,PG
University of Edinburgh,Law (Online Learning) (PgCert) Part-time 12 months,8235.0,PG
University of Edinburgh,Leading Digital Transformation in Health and Care for Scotland (MSc),6370.0,PG
University of Edinburgh,Leading Digital Transformation in Health and Care for Scotland (PgCert),6370.0,PG
University of Edinburgh,Leading Digital Transformation in Health and Care for Scotland (PgDip),6370.0,PG
University of Edinburgh,Managing Environmental Change (MSc) - 3 Years (Part-Time),11335.0,PG
University of Edinburgh,Marine Systems and Policies (MSc) (Part-time) - 3 Years,12235.0,PG
University of Edinburgh,Master of Public Health (MPH) (Online Learning) (Part-time),6370.0,PG
University of Edinburgh,Medical Law and Ethics (LLM) 2 Years (Part-time),13650.0,PG
University of Edinburgh,Medical Law and Ethics (Online Learning) (LLM) (Part-time) - 2 Years,12350.0,PG
University of Edinburgh,Medical Law and Ethics (Online Learning) (LLM) (Part-time) - 20 Months,12350.0,PG
University of Edinburgh,Medical Law and Ethics (Online Learning) (LLM) (Part-time) - 3 Years,8235.0,PG
University of Edinburgh,Medical Law and Ethics (Online Learning) (LLM) (Part-time) - 32 Months,8235.0,PG
University of Edinburgh,Neuroimaging for Research (Online Learning) (MSc) (Part-time),6370.0,PG
University of Edinburgh,Neurological Rehabilitation and Care (Online Learning) (PgCert),5070.0,PG
University of Edinburgh,One Health (Online Learning) (MSc) - 3 Years,6370.0,PG
University of Edinburgh,Operational Research with Data Science (MSc) - 3 Years (Part-time),9970.0,PG
University of Edinburgh,Oral Surgery (DClinDent) (Full-time),61500.0,PG
University of Edinburgh,Orthodontics (DClinDent) (Full-time),61500.0,PG
University of Edinburgh,Outdoor Education (PgDip) - 2 Years (Part-time),11770.0,PG
University of Edinburgh,Outdoor Environmental and Sustainability Education (PgDip) - 2 Years (Part-time),10900.0,PG
University of Edinburgh,Paediatric Dentistry (DClinDent) (Full-time),61500.0,PG
University of Edinburgh,Paediatric Emergency Medicine (Online Learning)  (PgDip) (Part-time),6370.0,PG
University of Edinburgh,Paediatric Emergency Medicine (Online Learning) (MSc) (Part-time),6370.0,PG
University of Edinburgh,Paediatric Emergency Medicine (Online Learning) (PgCert) (Part-time),6370.0,PG
University of Edinburgh,Patient Safety and Clinical Human Factors (Online Learning) (MSc) - 3 Years (Part-time),6370.0,PG
University of Edinburgh,Patient Safety and Clinical Human Factors (Online Learning) (PgCert) - 1 Year (Part-time),6370.0,PG
University of Edinburgh,Patient Safety and Clinical Human Factors (Online Learning) (PgDip) - 2 Years (Part-time),6370.0,PG
University of Edinburgh,Performance Psychology (PgDip) - 2 Years (Part-time),9600.0,PG
University of Edinburgh,Physical Activity for Health (PgCert),9600.0,PG
University of Edinburgh,Physical Activity for Health (PgDip) - 2 Years (Part-time),9600.0,PG
University of Edinburgh,Primary Care Ophthalmology (Online Learning) (MSc) - 3 years (Part-time),5070.0,PG
University of Edinburgh,Primary Care Ophthalmology (Online Learning) (Pg Cert) - 1 year (Part-time),5070.0,PG
University of Edinburgh,Primary Care Ophthalmology (Online Learning) (Pg Dip) - 2 years (Part-time),5070.0,PG
University of Edinburgh,Primary Dental Care (Online Learning) (MSc) (Part-time),8600.0,PG
University of Edinburgh,Primary Dental Care (Online Learning) (PgCert) (Part-time),8600.0,PG
University of Edinburgh,Primary Dental Care (Online Learning) (PgDip) (Part-time),8600.0,PG
University of Edinburgh,Professional Legal Practice (PgDip) (Part-time),13170.0,PG
University of Edinburgh,Prosthodontics (DClinDent) (Full-time),61500.0,PG
University of Edinburgh,Public Health (PGC) (Online Learning),6370.0,PG
University of Edinburgh,Public Health (PGD) (Online Learning) (Part-time),6370.0,PG
University of Edinburgh,Quantitative Genetics and Genome Analysis (MSc),40900.0,PG
University of Edinburgh,Quantitative Genetics and Genome Analysis (PgDip),40900.0,PG
University of Edinburgh,Restorative Dentistry (Online Learning) (MSc) - 3 Years (Part-Time),8600.0,PG
University of Edinburgh,Restorative Dentistry (Online Learning) (PgCert) - 1 Year (Part-Time),8600.0,PG
University of Edinburgh,Restorative Dentistry (Online Learning) (PgDip) - 2 Years (Part-Time),8600.0,PG
University of Edinburgh,Science Communication and Public Engagement (PgCert) (Online Learning) - 1 year,6370.0,PG
University of Edinburgh,Science Communication and Public Engagement (PgDip) (Online Learning) - 2 years,6370.0,PG
University of Edinburgh,Scottish Culture and Heritage (Online Learning) (PG Cert) (Part-time),5070.0,PG
University of Edinburgh,Social Justice and Community Action (Online Learning) (MSc) - 3 Years (Part-time),5070.0,PG
University of Edinburgh,Soils and Sustainability (SAC) (MSc) (Part-time) - 3 years,12235.0,PG
University of Edinburgh,Statistics with Data Science (MSc) - 3 Years (Part-time),9970.0,PG
University of Edinburgh,Stem Cells and Translational Neurology (Online Learning) (MSc) - 3 Years (Part-Time),6370.0,PG
University of Edinburgh,Strength and Conditioning (PgDip) - 2 Years (Part-time),9600.0,PG
University of Edinburgh,Surgical Writing and Evidence Based Practice (PgCert),5070.0,PG
University of Edinburgh,Synthetic Biology and Biotechnology (MSc),40900.0,PG
University of Edinburgh,Synthetic Biology and Biotechnology (PGD),40900.0,PG
University of Edinburgh,Systems and Synthetic Biology (MSc),40900.0,PG
University of Edinburgh,Systems and Synthetic Biology (PgDip),40900.0,PG
University of Edinburgh,Trauma and Orthopaedics (Online Learning) (ChM) (Part-time),7600.0,PG
University of Edinburgh,Urology (Online Learning) (ChM) (Part-time),7600.0,PG
University of Edinburgh,Vascular and Endovascular Surgery (Online Learning) (ChM),7600.0,PG
University of Edinburgh,Veterinary Anaesthesia and Analgesia (Online Learning) (MSc) - 3 Years,6370.0,PG
University of Edinburgh,Veterinary Epidemiology (Online Learning) (MSc) - 3 Years (Part-time),6370.0,PG
University of Exeter,MSc Advanced Clinical Practice MSc,13750.0,PG
University of Exeter,MSc Leading Clinical Research Delivery (Online) MSc,13750.0,PG
University of Exeter,Practice Certificate Practice Certificate in Independent and Supplementary Prescribing,2300.0,PG
University of Exeter,PG Certificate in Primary Care,4250.0,PG
University of Exeter,MSc Psychological Therapies Practice and Research MSc,8000.0,PG
University of Exeter,The Exeter MBA,42900.0,PG
University of Exeter,BMBS Medicine BMBS,45700.0,UG
University of Glasgow,Human Anatomy,10620.0,PG
University of Glasgow,Clinical Neuropsychology Practice,9420.0,PG
University of Glasgow,Diploma in Professional Legal Practice,11130.0,PG
University of Glasgow,Endodontics,50490.0,PG
University of Glasgow,Healthcare Chaplaincy,9420.0,PG
University of Glasgow,Human Anatomy,10620.0,PG
University of Glasgow,Oral & Maxillofacial Surgery,50490.0,PG
University of Glasgow,Diploma in Professional Legal Practice,11130.0,PG
University of Glasgow,Real Estate,8430.0,PG
University of Glasgow,Spatial Planning,8430.0,PG
University of Glasgow,Urban Studies,8000.0,PG
University of Glasgow,Dentistry,53460.0,UG
University of Glasgow,Medicine,56520.0,UG
University of Leeds,https://courses.leeds.ac.uk/202425/f847/applied-and-professional-ethics-ma,11500.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/f849/applied-and-professional-ethics-pgdip,7667.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/g739/arts-fundraising-and-philanthropy-pgcert,8167.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i525/audiences-engagement-participation-pgcert,8167.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/g554/biomedical-and-healthcare-ethics-ma,11500.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/g556/biomedical-and-healthcare-ethics-pgdip,7667.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i414/cardiac-device-and-rhythm-management-pgcert,10333.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/c023/clinical-education-pgcert,10333.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/d098/clinical-education-pgcert,10333.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/d321/clinical-embryology-pgdip,13666.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/d981/digital-education-ma,12750.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/d992/digital-education-pt-pgcert,4250.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/d991/digital-education-pt-pgdip,8500.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/d326/disability-studies-rights-and-inclusion-msc,12750.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/d327/disability-studies-rights-and-inclusion-pgdip,9360.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/d328/disability-studies-rights-and-inclusion-pgcert,4680.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i536/echocardiography-pgcert,10333.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/d985/geographical-information-science-msc,12000.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j525/health-informatics-with-data-science-pgcert,9167.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/8455/health-research-pgcert,9167.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i014/language-for-arts-and-humanities,3439.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i012/language-for-business-management-and-enterprise,3439.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i003/language-for-business-business-management-and-enterprise,5733.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i001/language-for-business-economics-and-finance,5733.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i002/language-for-business-human-resource-management,5733.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i000/language-for-business-marketing,5733.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i013/language-for-communication-and-society,3439.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i010/language-for-economics-and-finance,3439.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i016/language-for-education,3439.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i193/language-for-engineering,3439.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i011/language-for-human-resource-management,3439.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i534/language-for-law,3439.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i009/language-for-marketing,3439.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i669/language-for-politics-and-society,3439.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i670/language-for-postgraduate-research,3439.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i204/language-for-science,3439.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i194/language-for-science-engineering,5733.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i203/language-for-science-general-science,5733.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i005/language-for-social-science-and-arts-arts-and-humanities,5733.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i004/language-for-social-science-and-arts-communication-and-society,5733.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i533/language-for-social-science-and-arts-law,5733.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i668/language-for-social-science-and-arts-politics-and-society,5733.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/a088/medical-imaging-pgcert,10333.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/d999/musculoskeletal-medicine-pgcert,4287.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i492/music-and-wellbeing-pgcert,8833.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j615/online-academic-english-presessional-6-weeks-,3439.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i603/oral-surgery-msc,54500.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/d960/philosophy-of-religion-and-ethics-pgcert,3834.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/d958/philosophy-of-religion-and-ethics-ma,11500.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/d959/philosophy-of-religion-and-ethics-pgdip,7667.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j408/pre-sessional-academic-english-for-postgraduate-research-one-semester-plus-summer-,11897.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j406/pre-sessional-academic-english-for-postgraduate-research-one-semester-january-,6164.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j405/pre-sessional-academic-english-for-postgraduate-research-one-semester-september-,6164.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j407/pre-sessional-academic-english-for-postgraduate-research-two-semesters-,12327.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j403/pre-sessional-academic-english-for-postgraduate-studies-one-semester-plus-summer-,11897.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j401/pre-sessional-academic-english-for-postgraduate-studies-one-semester-january-,6164.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j402/pre-sessional-academic-english-for-postgraduate-studies-two-semesters-,12327.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i967/pre-sessional-academic-english-for-undergraduate-studies-10-teaching-weeks-,5408.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i966/pre-sessional-academic-english-for-undergraduate-studies-6-teaching-weeks-,3245.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j413/pre-sessional-academic-english-for-undergraduate-studies-one-semester-plus-summer-,11435.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j411/pre-sessional-academic-english-for-undergraduate-studies-one-semester-january-,6027.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j410/pre-sessional-academic-english-for-undergraduate-studies-one-semester-september-,6027.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j412/pre-sessional-academic-english-for-undergraduate-studies-two-semesters-,12054.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j374/pre-sessional-language-for-civil-engineering,3439.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j375/pre-sessional-language-for-research-postgraduate-research,5733.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j373/pre-sessional-language-for-science-civil-engineering,5733.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i188/public-health-international-pgcert,9167.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j549/religion-pgcert,8167.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/f805/systemic-practice-pgcert,14000.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i423/systemic-practice-foundation-,7000.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/i422/systemic-practice-intermediate-,7000.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j675/teaching-english-for-academic-purposes-pgcert,3800.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j676/teaching-english-for-academic-purposes-pgdip,7600.0,PG
University of Leeds,https://courses.leeds.ac.uk/202425/j634/teaching-english-for-academic-purposes-ma,11000.0,PG
University of Leeds,"Dental Surgery MChD/BChD, Oral Science BSc",48000.0,UG
University of Leeds,Medicine and Surgery MBChB,44000.0,UG
University of Liverpool,Dental Surgery,44550.0,UG
University of Liverpool,Dental Therapy,44550.0,UG
University of Liverpool,Medicine and Surgery,42700.0,UG
University of Liverpool,Medicine and Surgery (Graduate Entry),42700.0,UG
University of Liverpool,Veterinary Science,42700.0,UG
University of Liverpool,Business Administration (Football Industries),10900.0,PG
University of Liverpool,Orthodontics,45250.0,PG
University of Manchester,MSc Financial Crime and Compliance in Digital Societies (top-up) blended online course,10500.0,PG
University of Manchester,MSc Advanced Control and Systems Engineering with Extended Research,350.0,PG
University of Manchester,MSc Advanced Electrical Power Systems Engineering,350.0,PG
University of Manchester,PGCert Approved Mental Health Professional Practice,4700.0,PG
University of Manchester,Audiology Short Courses,3500.0,PG
University of Manchester,PGCert Clinical Data Science,10900.0,PG
University of Manchester,MSc Clinical Dentistry (Paediatric Dentistry),55500.0,PG
University of Manchester,MSc Clinical Pharmacy,940.0,PG
University of Manchester,MSc Communications and Signal Processing with Extended Research,350.0,PG
University of Manchester,PGCert Deaf Education (International Pathway),9400.0,PG
University of Manchester,MA Egyptology,6000.0,PG
University of Manchester,MSc (Clin) Endodontics,55500.0,PG
University of Manchester,MSc Endodontics (Dental Specialties),53500.0,PG
University of Manchester,MSc (Clin) Fixed and Removable Prosthodontics,55500.0,PG
University of Manchester,MSc Fixed and Removable Prosthodontics (Dental Specialties),53500.0,PG
University of Manchester,MSc Global Health,9000.0,PG
University of Manchester,MSc Global Health (Disaster Management),9000.0,PG
University of Manchester,MSc Global Health (Emergency Medical Response),9000.0,PG
University of Manchester,MSc Global Health (Humanitarian Response),9000.0,PG
University of Manchester,PGCert Healthcare Ethics Postgraduate Certificate,9500.0,PG
University of Manchester,PGCert Healthcare Law Postgraduate Certificate,9500.0,PG
University of Manchester,MSc Management and Information Systems: Change and Development (Distance Learning),155.0,PG
University of Manchester,MBA Manchester Full-Time MBA,48000.0,PG
University of Manchester,Model-based Drug Development,3500.0,PG
University of Manchester,Occupational Hygiene - Personal Professional Development,5800.0,PG
University of Manchester,MSc (Clin) Oral and Maxillofacial Surgery,55500.0,PG
University of Manchester,MSc/PGDip Oral and Maxillofacial Surgery (Dental Specialties),53500.0,PG
University of Manchester,MSc (Clin) Orthodontics,55500.0,PG
University of Manchester,MSc (Clin) Periodontology,55500.0,PG
University of Manchester,Personal Professional Development (Public Health and Primary Care),260.0,PG
University of Manchester,MSc Renewable Energy and Clean Technology with Extended Research,350.0,PG
University of Manchester,MSc Skin Ageing and Aesthetic Medicine,13800.0,PG
University of Newcastle,Endodontics MClinDent,54900.0,PG
University of Newcastle,"Oncology for the Pharmaceutical Industry MSc, PGDip, PGCert",4200.0,PG
University of Newcastle,"Oncology MSc, PGDip, PGCert",4200.0,PG
University of Newcastle,"Palliative Care MSc, PGDip, PGCert",4200.0,PG
University of Newcastle,Periodontics MClinDent,45900.0,PG
University of Newcastle,Prosthodontics MClinDent,54900.0,PG
University of Newcastle,"Creative Writing MA, PGCert",7835.0,PG
University of Newcastle,"Data Science (with specialisation in Statistics) MSc, PGDip, PGCert",10200.0,PG
University of Newcastle,"Data Science MSc, PGCert",10200.0,PG
University of Newcastle,"Mediation and International Commercial Dispute Resolution LLM, PGDip, PGCert",14000.0,PG
University of Newcastle,"Medical Education MMedEd, PGDip, PGCert",11700.0,PG
University of Newcastle,Research Training PGCert,7835.0,PG
University of Newcastle,Dental Surgery BDS,44390.0,UG
University of Newcastle,Dental Therapy BSc Honours,44390.0,UG
University of Newcastle,Medicine and Surgery MB BS,42200.0,UG
University of Newcastle,Medicine and Surgery (Accelerated Programme) MB BS,52750.0,UG
University of Nottingham,English (Online) MA,5355.0,PG
University of Nottingham,Higher Education Global PG Cert,4900.0,PG
University of Nottingham,Postgraduate Certificate Education (International) PGCert,4667.0,PG
University of Nottingham,Professional Practice in Architecture (Part 3) PGDip,2442.0,PG
University of Nottingham,Psychology (Conversion) Distance Learning MSc,5925.0,PG
University of Nottingham,Research Methods (Health) MA,8600.0,PG
University of Nottingham,Statistical Science (Distance Learning) MSc/PGDip/PGCert,5133.0,PG
University of Nottingham,Trauma Informed Practice MA,12625.0,PG
University of Nottingham,Veterinary Medicine/Surgery MVM/MVS,41000.0,PG
University of Nottingham,Workplace Health and Wellbeing (Distance Learning) MSc/PGDip/PGCert,11850.0,PG
University of Nottingham,Computer Science with Artificial Intelligence BSc (Hons),9250.0,UG
University of Nottingham,Nursing Studies (online) BSc,12500.0,UG
University of Oxford,Biochemistry (Molecular and Cellular),48620.0,UG
University of Oxford,Biology,48620.0,UG
University of Oxford,Biomedical Sciences,48620.0,UG
University of Oxford,Chemistry,48620.0,UG
University of Oxford,Computer Science,48620.0,UG
University of Oxford,Computer Science and Philosophy,48620.0,UG
University of Oxford,Earth Sciences (Geology),48620.0,UG
University of Oxford,Engineering Science,48620.0,UG
University of Oxford,Geography,43670.0,UG
University of Oxford,Materials Science,48620.0,UG
University of Oxford,Mathematics,41080.0,UG
University of Oxford,Mathematics and Computer Science,48620.0,UG
University of Oxford,Mathematics and Philosophy,41080.0,UG
University of Oxford,Mathematics and Statistics,41080.0,UG
University of Oxford,Music,43670.0,UG
University of Oxford,Physics,48620.0,UG
University of Oxford,Physics and Philosophy,41080.0,UG
University of Oxford,Psychology (Experimental),48620.0,UG
University of Oxford,"Psychology, Philosophy and Linguistics",48620.0,UG
University of Oxford,Doctor of Medicine (DM),9480.0,PG
University of Oxford,Magister Juris,45590.0,PG
University of Oxford,Master of Public Policy (MPP),49990.0,PG
University of Oxford,MSc in Applied Digital Health,43170.0,PG
University of Oxford,MSc in Applied Landscape Archaeology,13430.0,PG
University of Oxford,MSc in Clinical Embryology,48140.0,PG
University of Oxford,MSc in Clinical Trials,10965.0,PG
University of Oxford,MSc in Cognitive Behavioural Therapy,5545.0,PG
University of Oxford,MSc in English Local History,13430.0,PG
University of Oxford,MSc in Evidence-Based Health Care,8455.0,PG
University of Oxford,MSc in Evidence-Based Health Care (Medical Statistics),8455.0,PG
University of Oxford,MSc in Evidence-Based Health Care (Systematic Reviews),8455.0,PG
University of Oxford,MSc in Evidence-Based Health Care (Teaching and Education),8455.0,PG
University of Oxford,MSc in Experimental and Translational Therapeutics,8455.0,PG
University of Oxford,MSc in Financial Economics,55630.0,PG
University of Oxford,MSc in Genomic Medicine,45590.0,PG
University of Oxford,MSc in Integrated Immunology,49990.0,PG
University of Oxford,MSc in Intellectual Property,12150.0,PG
University of Oxford,MSc in International Health and Tropical Medicine,49990.0,PG
University of Oxford,MSc in Law and Finance,49990.0,PG
University of Oxford,MSc in Mathematical and Computational Finance,43170.0,PG
University of Oxford,MSc in Modelling for Global Health,49990.0,PG
University of Oxford,MSc in Nanotechnology for Medicine and Health Care,4945.0,PG
University of Oxford,MSc in Political Theory Research,40150.0,PG
University of Oxford,MSc in Politics Research,40150.0,PG
University of Oxford,MSc in Public Policy Research,40150.0,PG
University of Oxford,MSc in Surgical Science and Practice,9695.0,PG
University of Oxford,"MSc in Sustainability, Enterprise and the Environment",43170.0,PG
University of Oxford,MSc in Sustainable Urban Development,11270.0,PG
University of Oxford,MSt in Creative Writing,14155.0,PG
University of Oxford,MSt in Historical Studies,13430.0,PG
